1088a	54,370975093	83,689273698	
1088b	54,319254597	83,795123066	
1089a	54,374097265	83,694868607	
1089b	54,322771150	83,799903276	
1090a	54,377219169	83,700464212	
1090b	54,326287506	83,804684152	
1091a	54,380340803	83,706060665	
1091b	54,329803567	83,809465995	
1092a	54,383462073	83,711658115	
1092b	54,333319520	83,814248512	
1093a	54,386583165	83,717256267	
1093b	54,336835268	83,819032003	
1094a	54,388293064	83,725747484	
1094b	54,340350814	83,823816314	
1095a	54,379709522	83,755322240	
1095b	54,343866163	83,828601293	
1096a	54,371118871	83,784884302	
1096b	54,347381306	83,833387247	
1097a	54,362521111	83,814433976	
1097b	54,350896252	83,838173868	
